ProductID,WarehouseID,StockLevel,ReorderPoint,SafetyStock,PotentialRevenue
P014,W004,113,91,72,93708.64
P014,W005,144,137,44,119416.32
P014,W006,200,135,35,165856.0
P014,W007,14,87,74,11609.92
P014,W008,185,53,79,153416.8
P014,W009,443,96,55,367371.04
P014,W010,67,95,28,55561.76
P015,W001,482,98,35,458757.96
P015,W002,101,81,60,96129.78
P015,W003,502,124,56,477793.56
P015,W004,449,127,68,427349.22
P015,W005,168,74,66,159899.04
P015,W006,481,98,48,457806.18
P015,W007,398,98,70,378808.44
P015,W008,322,122,68,306473.16
P015,W009,101,123,60,96129.78
P015,W010,122,98,26,116117.16
P016,W001,469,54,77,504592.41
P016,W002,214,76,54,230240.46
P016,W003,505,82,70,543324.45
P016,W004,162,96,75,174294.18
P016,W005,448,111,27,481998.72
P016,W006,277,82,33,298021.53
P016,W007,296,60,62,318463.44
P016,W008,32,105,77,34428.48
P016,W009,310,78,58,333525.9
P016,W010,454,131,47,488454.06
P017,W001,469,137,54,167559.63
P017,W002,475,134,58,169703.25
P017,W003,581,66,66,207573.87
P017,W004,86,87,62,30725.22
P017,W005,94,129,31,33583.38
P017,W006,297,62,78,106109.19
P017,W007,226,145,71,80743.02
P017,W008,25,116,32,8931.75
P017,W009,173,60,77,61807.71
P017,W010,124,93,22,44301.48
P018,W001,215,87,53,192571.2
P018,W002,267,68,30,239146.56
P018,W003,726,112,60,650263.68
P018,W004,99,139,23,88672.32
P018,W005,1,127,41,895.68
P018,W006,139,143,53,124499.52
P018,W007,460,144,58,412012.8
P018,W008,378,63,77,338567.04
P018,W009,268,96,64,240042.24
P018,W010,291,91,55,260642.88
P019,W001,392,55,72,193208.96
P019,W002,270,133,38,133077.6
P019,W003,793,55,40,390853.84
P019,W004,97,149,23,47809.36
P019,W005,122,118,64,60131.36
P019,W006,359,82,33,176943.92
P019,W007,184,112,38,90689.92
P019,W008,2,72,40,985.76
P019,W009,165,96,26,81325.2
P019,W010,393,67,57,193701.84
P020,W001,433,103,21,153762.63
P020,W002,66,115,30,23437.26
P020,W003,603,78,73,214131.33
P020,W004,398,117,26,141333.78
P020,W005,292,56,46,103692.12
P020,W006,111,68,50,39417.21
P020,W007,86,105,52,30539.46
P020,W008,20,54,66,7102.2
P020,W009,254,113,36,90197.94
P020,W010,117,58,29,41547.87
P021,W001,482,58,30,456010.56
P021,W002,175,135,20,165564.0
P021,W003,502,126,64,474932.16
P021,W004,300,127,51,283824.0
P021,W005,367,99,29,347211.36
P021,W006,174,78,40,164617.92
P021,W007,89,122,40,84201.12
P021,W008,303,53,61,286662.24
P021,W009,45,61,60,42573.6
P021,W010,484,119,71,457902.72
P022,W001,472,90,76,151327.92
P022,W002,254,72,68,81434.94
P022,W003,387,51,68,124076.07
P022,W004,244,71,66,78228.84
P022,W005,234,77,20,75022.74
P022,W006,180,57,29,57709.8
P022,W007,233,69,77,74702.13
P022,W008,329,106,28,105480.69
P022,W009,320,94,34,102595.2
P022,W010,263,118,66,84320.43
P023,W001,326,63,56,361983.88
P023,W002,50,121,59,55519.0
P023,W003,641,108,46,711753.58
P023,W004,26,115,64,28869.88
P023,W005,270,140,74,299802.6
P023,W006,350,86,67,388633.0
P023,W007,121,84,48,134355.98
P023,W008,167,77,67,185433.46
P023,W009,259,146,40,287588.42
P023,W010,479,110,28,531872.02
P024,W001,58,147,23,26782.66
P024,W002,145,132,60,66956.65
P024,W003,543,51,74,250741.11
P024,W004,343,146,74,158387.11
P024,W005,28,109,26,12929.56
P024,W006,183,77,49,84503.91
P024,W007,70,75,59,32323.9
P024,W008,467,103,43,215646.59
P024,W009,133,86,78,61415.41
P024,W010,93,121,27,42944.61
P025,W001,424,111,61,233789.36
P025,W002,313,71,61,172585.07
P025,W003,601,65,74,331385.39
P025,W004,308,139,52,169828.12
P025,W005,417,67,65,229929.63
P025,W006,231,143,45,127371.09
P025,W007,292,66,31,161005.88
P025,W008,156,91,52,86016.84
P025,W009,396,143,76,218350.44
P025,W010,234,69,55,129025.26
P026,W001,44,131,59,25041.28
P026,W002,191,74,74,108701.92
P026,W003,633,66,46,360252.96
P026,W004,234,70,72,133174.08
P026,W005,388,122,74,220818.56
P026,W006,156,90,55,88782.72
P026,W007,258,129,71,146832.96
P026,W008,205,68,36,116669.6
P026,W009,399,102,32,227078.88
P026,W010,19,124,63,10813.28
P027,W001,371,77,45,296792.58
P027,W002,457,50,64,365590.86
P027,W003,322,60,64,257593.56
P027,W004,407,133,69,325591.86
P027,W005,393,103,35,314392.14
P027,W006,99,120,20,79198.02
P027,W007,476,76,48,380790.48
P027,W008,359,51,33,287192.82
P027,W009,287,69,41,229594.26
P027,W010,237,68,21,189595.26
P028,W001,468,64,59,497034.72
P028,W002,421,78,34,447118.84
P028,W003,796,57,74,845383.84
P028,W004,449,99,66,476855.96
P028,W005,110,132,63,116824.4
P028,W006,271,121,65,287812.84
P028,W007,413,63,25,438622.52
P028,W008,149,61,52,158243.96
P028,W009,214,91,72,227276.56
P028,W010,59,78,71,62660.36
P029,W001,281,102,66,116252.51
P029,W002,4,64,26,1654.84
P029,W003,418,123,63,172930.78
P029,W004,298,137,26,123285.58
P029,W005,138,75,36,57091.98
P029,W006,61,108,31,25236.31
P029,W007,134,80,78,55437.14
P029,W008,64,146,43,26477.44
P029,W009,186,79,42,76950.06
P029,W010,157,53,58,64952.47
P030,W001,136,147,66,131698.32
P030,W002,27,128,25,26145.99
P030,W003,456,141,42,441576.72
P030,W004,92,108,35,89090.04
P030,W005,451,97,74,436734.87
P030,W006,36,58,77,34861.32
P030,W007,245,69,25,237250.65
P030,W008,381,126,74,368948.97
P030,W009,162,68,73,156875.94
P030,W010,136,119,78,131698.32
P031,W001,186,106,32,25738.68
P031,W002,2,94,66,276.76
P031,W003,542,58,40,75001.96
P031,W004,490,58,76,67806.2
P031,W005,22,57,38,3044.36
P031,W006,309,133,41,42759.42
P031,W007,471,149,51,65176.98
P031,W008,199,115,64,27537.62
P031,W009,349,106,32,48294.62
P031,W010,172,111,22,23801.36
P032,W001,223,140,70,210382.66
P032,W002,365,113,70,344348.3
P032,W003,365,53,43,344348.3
P032,W004,491,107,74,463219.22
P032,W005,85,72,43,80190.7
P032,W006,260,99,30,245289.2
P032,W007,477,55,72,450011.34
P032,W008,336,100,26,316989.12
P032,W009,284,90,24,267931.28
P032,W010,471,51,35,444350.82
P033,W001,447,80,61,499182.78
P033,W002,64,131,29,71471.36
P033,W003,313,114,63,349539.62
P033,W004,223,84,63,249033.02
P033,W005,379,137,54,423244.46
P033,W006,174,123,65,194312.76
P033,W007,278,51,42,310453.72
P033,W008,373,103,67,416544.02
P033,W009,302,103,71,337255.48
P033,W010,18,129,55,20101.32
P034,W001,141,69,40,106672.14
P034,W002,193,57,23,146012.22
P034,W003,789,51,37,596910.06
P034,W004,493,109,38,372974.22
P034,W005,433,137,67,327581.82
P034,W006,125,136,50,94567.5
P034,W007,397,96,76,300346.38
P034,W008,8,111,41,6052.32
P034,W009,246,102,23,186108.84
P034,W010,456,131,31,344982.24
P035,W001,357,128,55,126538.65
P035,W002,374,140,35,132564.3
P035,W003,471,133,35,166945.95
P035,W004,380,79,66,134691.0
P035,W005,316,65,22,112006.2
P035,W006,344,109,30,121930.8
P035,W007,188,104,44,66636.6
P035,W008,36,142,49,12760.2
P035,W009,253,141,41,89675.85
P035,W010,101,87,24,35799.45
P036,W001,364,64,26,200254.6
P036,W002,217,128,42,119382.55
P036,W003,651,67,35,358147.65
P036,W004,384,117,67,211257.6
P036,W005,453,66,42,249217.95
P036,W006,78,97,77,42911.7
P036,W007,260,136,47,143039.0
P036,W008,286,141,56,157342.9
P036,W009,101,71,52,55565.15
P036,W010,260,52,64,143039.0
P037,W001,200,115,59,91420.0
P037,W002,325,68,37,148557.5
P037,W003,332,96,60,151757.2
P037,W004,110,123,79,50281.0
P037,W005,456,148,78,208437.6
P037,W006,135,122,37,61708.5
P037,W007,322,72,37,147186.2
P037,W008,250,64,28,114275.0
P037,W009,412,139,37,188325.2
P037,W010,155,141,55,70850.5
P038,W001,354,128,42,411801.12
P038,W002,295,57,51,343167.6
P038,W003,486,99,46,565354.08
P038,W004,103,129,75,119817.84
P038,W005,365,105,21,424597.2
P038,W006,311,147,65,361780.08
P038,W007,194,137,53,225676.32
P038,W008,384,64,43,446699.52
P038,W009,153,72,60,177981.84
P038,W010,468,106,36,544415.04
P039,W001,270,71,27,287668.8
P039,W002,11,126,22,11719.84
P039,W003,522,137,75,556159.68
P039,W004,188,118,52,200302.72
P039,W005,48,107,34,51141.12
P039,W006,384,137,75,409128.96
P039,W007,465,138,77,495429.6
P039,W008,25,72,34,26636.0
P039,W009,66,146,60,70319.04
P039,W010,379,72,51,403801.76
P040,W001,351,109,42,430894.62
P040,W002,42,112,41,51560.04
P040,W003,676,115,55,829871.12
P040,W004,378,58,25,464040.36
P040,W005,204,76,44,250434.48
P040,W006,19,124,25,23324.78
P040,W007,409,145,72,502096.58
P040,W008,0,82,71,0.0
P040,W009,1,94,30,1227.62
P040,W010,451,143,34,553656.62
P041,W001,307,65,49,459824.6
P041,W002,173,126,36,259119.4
P041,W003,768,147,49,1150310.4
P041,W004,284,109,53,425375.2
P041,W005,209,60,41,313040.2
P041,W006,45,90,70,67401.0
P041,W007,460,90,48,688988.0
P041,W008,59,95,44,88370.2
P041,W009,408,121,54,611102.4
P041,W010,482,125,60,721939.6
P042,W001,37,146,31,15344.27
P042,W002,360,60,30,149295.6
P042,W003,780,74,66,323473.8
P042,W004,287,135,48,119021.77
P042,W005,281,118,39,116533.51
P042,W006,325,63,21,134780.75
P042,W007,392,117,53,162566.32
P042,W008,172,64,38,71330.12
P042,W009,387,102,44,160492.77
P042,W010,179,110,54,74233.09
P043,W001,131,106,73,82226.08
P043,W002,94,96,28,59001.92
P043,W003,350,67,24,219688.0
P043,W004,301,60,56,188931.68
P043,W005,280,50,49,175750.4
P043,W006,129,75,68,80970.72
P043,W007,328,131,66,205879.04
P043,W008,220,66,45,138089.6
P043,W009,294,132,62,184537.92
P043,W010,204,141,26,128046.72
P044,W001,313,84,79,121863.42
P044,W002,192,115,30,74753.28
P044,W003,514,132,34,200120.76
P044,W004,491,109,48,191165.94
P044,W005,10,115,78,3893.4
P044,W006,262,131,47,102007.08
P044,W007,460,127,54,179096.4
P044,W008,319,96,47,124199.46
P044,W009,217,83,40,84486.78
P044,W010,66,142,39,25696.44
P045,W001,32,82,53,6330.56
P045,W002,325,110,71,64294.75
P045,W003,497,52,46,98321.51
P045,W004,92,147,76,18200.36
P045,W005,79,58,78,15628.57
P045,W006,367,94,52,72603.61
P045,W007,268,99,70,53018.44
P045,W008,294,99,44,58162.02
P045,W009,285,71,45,56381.55
P045,W010,364,127,69,72010.12
P046,W001,305,100,48,285333.6
P046,W002,339,97,33,317141.28
P046,W003,670,115,29,626798.4
P046,W004,416,120,45,389176.32
P046,W005,437,120,63,408822.24
P046,W006,367,118,48,343335.84
P046,W007,429,113,69,401338.08
P046,W008,425,103,63,397596.0
P046,W009,54,128,30,50518.08
P046,W010,60,69,48,56131.2
P047,W001,485,127,35,435554.25
P047,W002,439,107,30,394243.95
P047,W003,531,69,55,476864.55
P047,W004,113,134,60,101479.65
P047,W005,411,92,74,369098.55
P047,W006,285,57,53,255944.25
P047,W007,302,59,52,271211.1
P047,W008,53,119,31,47596.65
P047,W009,128,140,76,114950.4
P047,W010,335,99,75,300846.75
P048,W001,470,66,60,143129.1
P048,W002,448,87,28,136429.44
P048,W003,446,106,52,135820.38
P048,W004,338,70,38,102931.14
P048,W005,400,96,31,121812.0
P048,W006,239,70,54,72782.67
P048,W007,459,98,61,139779.27
P048,W008,49,52,34,14921.97
P048,W009,237,130,55,72173.61
P048,W010,291,131,66,88618.23
P049,W001,427,77,38,312726.26
P049,W002,459,87,30,336162.42
P049,W003,679,51,68,497286.02
P049,W004,331,60,23,242417.78
P049,W005,25,147,28,18309.5
P049,W006,183,56,74,134025.54
P049,W007,203,110,79,148673.14
P049,W008,429,121,37,314191.02
P049,W009,376,82,75,275374.88
P049,W010,153,131,27,112054.14
P050,W001,22,59,68,12312.08
P050,W002,384,109,68,214901.76
P050,W003,507,139,62,283737.48
P050,W004,15,74,57,8394.6
P050,W005,92,86,73,51486.88
P050,W006,122,82,32,68276.08
P050,W007,248,118,37,138790.72
P050,W008,126,51,40,70514.64
P050,W009,181,88,44,101294.84
P050,W010,207,101,41,115845.48
P051,W001,75,52,42,59343.75
P051,W002,81,71,39,64091.25
P051,W003,745,75,75,589481.25
P051,W004,418,117,50,330742.5
P051,W005,321,53,42,253991.25
P051,W006,247,117,37,195438.75
P051,W007,56,135,49,44310.0
P051,W008,38,103,63,30067.5
P051,W009,254,100,22,200977.5
P051,W010,350,145,50,276937.5
P052,W001,438,118,47,96027.12
P052,W002,215,127,30,47136.6
P052,W003,421,66,38,92300.04
P052,W004,349,146,64,76514.76
P052,W005,111,59,20,24335.64
P052,W006,373,68,75,81776.52
P052,W007,353,148,44,77391.72
P052,W008,44,106,34,9646.56
P052,W009,255,62,25,55906.2
P052,W010,114,127,78,24993.36
P053,W001,239,70,62,103917.2
P053,W002,174,148,67,75655.2
P053,W003,638,91,66,277402.4
P053,W004,296,51,50,128700.8
P053,W005,147,68,31,63915.6
P053,W006,171,66,30,74350.8
P053,W007,106,126,29,46088.8
P053,W008,399,135,73,173485.2
P053,W009,384,102,65,166963.2
P053,W010,401,126,67,174354.8
P054,W001,15,79,47,2426.4
P054,W002,353,144,26,57101.28
P054,W003,701,59,56,113393.76
P054,W004,418,59,55,67615.68
P054,W005,382,135,29,61792.32
P054,W006,464,55,57,75056.64
P054,W007,73,97,48,11808.48
P054,W008,202,55,54,32675.52
P054,W009,322,136,45,52086.72
P054,W010,241,120,33,38984.16
P055,W001,134,126,27,99504.38
P055,W002,442,96,78,328215.94
P055,W003,372,56,76,276236.04
P055,W004,295,78,35,219058.15
P055,W005,329,145,34,244305.53
P055,W006,109,88,45,80940.13
P055,W007,192,132,43,142573.44
P055,W008,202,133,62,149999.14
P055,W009,134,65,67,99504.38
P055,W010,325,142,72,241335.25
P056,W001,270,89,34,364130.1
P056,W002,118,54,42,159138.34
P056,W003,318,63,54,428864.34
P056,W004,286,118,43,385708.18
P056,W005,14,78,68,18880.82
P056,W006,322,118,54,434258.86
P056,W007,290,134,66,391102.7
P056,W008,105,105,28,141606.15
P056,W009,15,144,24,20229.45
P056,W010,346,121,39,466625.98
P057,W001,6,104,33,7631.4
P057,W002,141,109,29,179337.9
P057,W003,367,104,57,466787.3
P057,W004,131,69,50,166618.9
P057,W005,112,130,47,142452.8
P057,W006,19,76,72,24166.1
P057,W007,283,133,38,359947.7
P057,W008,173,135,45,220038.7
P057,W009,61,126,57,77585.9
P057,W010,417,68,35,530382.3
P058,W001,495,100,73,444123.9
P058,W002,241,129,77,216230.02
P058,W003,528,148,29,473732.16
P058,W004,121,125,49,108563.62
P058,W005,109,124,47,97796.98
P058,W006,90,87,35,80749.8
P058,W007,181,86,20,162396.82
P058,W008,109,82,60,97796.98
P058,W009,230,51,43,206360.6
P058,W010,174,89,56,156116.28
P059,W001,123,119,31,139130.22
P059,W002,198,54,79,223965.72
P059,W003,747,144,57,844961.58
P059,W004,426,53,47,481865.64
P059,W005,109,56,40,123294.26
P059,W006,359,137,35,406079.26
P059,W007,26,101,76,29409.64
P059,W008,41,145,37,46376.74
P059,W009,224,92,44,253375.36
P059,W010,28,139,27,31671.92
P060,W001,336,96,75,375043.2
P060,W002,405,76,32,452061.0
P060,W003,413,142,39,460990.6
P060,W004,1,100,36,1116.2
P060,W005,390,134,48,435318.0
P060,W006,322,84,34,359416.4
P060,W007,173,94,66,193102.6
P060,W008,214,134,65,238866.8
P060,W009,436,90,31,486663.2
P060,W010,364,67,34,406296.8
P061,W001,182,102,40,74678.24
P061,W002,315,52,78,129250.8
P061,W003,598,105,30,245371.36
P061,W004,191,101,71,78371.12
P061,W005,40,67,73,16412.8
P061,W006,363,64,20,148946.16
P061,W007,329,70,23,134995.28
P061,W008,445,96,22,182592.4
P061,W009,242,118,40,99297.44
P061,W010,246,132,47,100938.72
P062,W001,167,120,55,115993.19
P062,W002,411,64,28,285468.27
P062,W003,664,111,36,461194.48
P062,W004,219,98,76,152110.83
P062,W005,20,61,38,13891.4
P062,W006,82,119,53,56954.74
P062,W007,17,141,77,11807.69
P062,W008,105,139,28,72929.85
P062,W009,194,67,72,134746.58
P062,W010,219,110,23,152110.83
P063,W001,229,130,23,167229.54
P063,W002,293,69,70,213966.18
P063,W003,450,59,62,328617.0
P063,W004,29,68,32,21177.54
P063,W005,312,67,73,227841.12
P063,W006,146,117,54,106617.96
P063,W007,327,91,20,238795.02
P063,W008,143,73,29,104427.18
P063,W009,37,125,43,27019.62
P063,W010,99,106,43,72295.74
P064,W001,186,133,42,215412.18
P064,W002,481,132,46,557060.53
P064,W003,791,73,24,916080.83
P064,W004,175,62,54,202672.75
P064,W005,145,142,57,167928.85
P064,W006,325,136,79,376392.25
P064,W007,140,52,38,162138.2
P064,W008,469,56,35,543162.97
P064,W009,94,136,24,108864.22
P064,W010,248,136,43,287216.24
P065,W001,438,75,25,314129.22
P065,W002,6,69,61,4303.14
P065,W003,511,119,43,366484.09
P065,W004,455,136,59,326321.45
P065,W005,138,124,21,98972.22
P065,W006,156,127,64,111881.64
P065,W007,307,79,24,220177.33
P065,W008,273,148,76,195792.87
P065,W009,202,135,67,144872.38
P065,W010,226,64,60,162084.94
P066,W001,368,80,23,515476.0
P066,W002,419,107,37,586914.25
P066,W003,594,128,47,832045.5
P066,W004,392,61,57,549094.0
P066,W005,33,56,58,46224.75
P066,W006,488,120,74,683566.0
P066,W007,41,93,64,57430.75
P066,W008,192,145,45,268944.0
P066,W009,105,83,26,147078.75
P066,W010,222,87,62,310966.5
P067,W001,161,50,77,152141.78
P067,W002,388,55,24,366652.24
P067,W003,362,140,37,342082.76
P067,W004,192,122,78,181436.16
P067,W005,104,136,66,98277.92
P067,W006,102,132,48,96387.96
P067,W007,65,62,61,61423.7
P067,W008,303,90,26,286328.94
P067,W009,407,134,69,384606.86
P067,W010,57,76,66,53863.86
P068,W001,47,100,22,73388.62
P068,W002,75,114,79,117109.5
P068,W003,305,114,20,476245.3
P068,W004,271,111,30,423155.66
P068,W005,290,101,39,452823.4
P068,W006,54,78,71,84318.84
P068,W007,272,67,29,424717.12
P068,W008,95,56,26,148338.7
P068,W009,105,132,60,163953.3
P068,W010,290,68,35,452823.4
P069,W001,471,69,58,343608.63
P069,W002,294,102,52,214481.82
P069,W003,662,83,69,482948.86
P069,W004,36,93,44,26263.08
P069,W005,434,127,75,316616.02
P069,W006,228,104,73,166332.84
P069,W007,453,127,26,330477.09
P069,W008,475,107,78,346526.75
P069,W009,408,89,30,297648.24
P069,W010,194,83,23,141528.82
P070,W001,45,111,68,50970.15
P070,W002,118,71,49,133655.06
P070,W003,607,112,33,687530.69
P070,W004,436,118,64,493844.12
P070,W005,489,53,48,553875.63
P070,W006,120,82,40,135920.4
P070,W007,311,51,34,352260.37
P070,W008,341,83,52,386240.47
P070,W009,49,111,75,55500.83
P070,W010,403,84,24,456466.01
P071,W001,85,114,20,18097.35
P071,W002,179,132,48,38110.89
P071,W003,426,66,36,90699.66
P071,W004,6,71,31,1277.46
P071,W005,275,128,25,58550.25
P071,W006,118,56,65,25123.38
P071,W007,364,102,78,77499.24
P071,W008,29,55,58,6174.39
P071,W009,4,83,54,851.64
P071,W010,99,89,42,21078.09
P072,W001,140,82,39,172803.4
P072,W002,409,108,20,504832.79
P072,W003,532,110,77,656652.92
P072,W004,163,71,72,201192.53
P072,W005,12,115,41,14811.72
P072,W006,156,50,35,192552.36
P072,W007,94,94,34,116025.14
P072,W008,356,121,53,439414.36
P072,W009,318,79,31,392510.58
P072,W010,437,129,44,539393.47
P073,W001,239,95,28,68628.85
P073,W002,164,52,24,47092.6
P073,W003,655,74,65,188083.25
P073,W004,146,107,78,41923.9
P073,W005,143,142,20,41062.45
P073,W006,446,132,67,128068.9
P073,W007,488,83,62,140129.2
P073,W008,14,101,75,4020.1
P073,W009,169,128,79,48528.35
P073,W010,203,143,32,58291.45
P074,W001,353,99,29,419949.98
P074,W002,189,85,67,224845.74
P074,W003,532,53,35,632899.12
P074,W004,495,86,52,588881.7
P074,W005,221,143,75,262914.86
P074,W006,38,113,69,45207.08
P074,W007,478,53,46,568657.48
P074,W008,285,89,25,339053.1
P074,W009,8,140,32,9517.28
P074,W010,324,130,34,385449.84
P075,W001,380,63,68,391419.0
P075,W002,3,77,30,3090.15
P075,W003,789,82,51,812709.45
P075,W004,391,111,42,402749.55
P075,W005,20,61,41,20601.0
P075,W006,365,94,71,375968.25
P075,W007,235,140,64,242061.75
P075,W008,427,144,43,439831.35
P075,W009,353,62,45,363607.65
P075,W010,450,134,71,463522.5
P076,W001,310,95,25,284102.6
P076,W002,262,135,66,240112.52
P076,W003,365,98,50,334507.9
P076,W004,469,70,48,429819.74
P076,W005,139,55,29,127387.94
P076,W006,147,80,23,134719.62
P076,W007,404,148,47,370249.84
P076,W008,396,92,30,362918.16
P076,W009,180,75,75,164962.8
P076,W010,442,74,61,405075.32
P077,W001,163,119,20,227111.16
P077,W002,203,117,73,282843.96
P077,W003,447,97,55,622814.04
P077,W004,316,83,26,440289.12
P077,W005,236,141,62,328823.52
P077,W006,258,85,21,359476.56
P077,W007,445,125,74,620027.4
P077,W008,457,143,37,636747.24
P077,W009,167,122,51,232684.44
P077,W010,369,127,27,514135.08
P078,W001,246,98,65,276868.08
P078,W002,156,141,39,175574.88
P078,W003,334,81,58,375910.32
P078,W004,24,145,66,27011.52
P078,W005,436,126,45,490709.28
P078,W006,129,51,34,145186.92
P078,W007,250,145,33,281370.0
P078,W008,41,116,30,46144.68
P078,W009,494,132,47,555987.12
P078,W010,170,143,24,191331.6
P079,W001,384,61,39,230442.24
P079,W002,255,85,53,153028.05
P079,W003,620,123,35,372068.2
P079,W004,474,115,41,284452.14
P079,W005,243,148,72,145826.73
P079,W006,199,130,79,119421.89
P079,W007,119,128,59,71413.09
P079,W008,106,90,40,63611.66
P079,W009,422,96,35,253246.42
P079,W010,451,88,23,270649.61
P080,W001,183,109,46,65792.16
P080,W002,432,144,59,155312.64
P080,W003,534,130,79,191983.68
P080,W004,76,121,66,27323.52
P080,W005,215,63,40,77296.8
P080,W006,473,145,72,170052.96
P080,W007,174,100,68,62556.48
P080,W008,107,145,70,38468.64
P080,W009,220,65,20,79094.4
P080,W010,307,96,72,110372.64
P081,W001,200,87,65,138904.0
P081,W002,423,89,71,293781.96
P081,W003,409,90,61,284058.68
P081,W004,326,71,50,226413.52
P081,W005,232,127,47,161128.64
P081,W006,339,147,39,235442.28
P081,W007,273,121,70,189603.96
P081,W008,100,122,67,69452.0
P081,W009,104,135,33,72230.08
P081,W010,394,123,75,273640.88
P082,W001,144,50,37,160979.04
P082,W002,289,64,33,323075.99
P082,W003,488,144,65,545540.08
P082,W004,175,83,39,195634.25
P082,W005,396,122,41,442692.36
P082,W006,85,79,42,95022.35
P082,W007,235,132,41,262708.85
P082,W008,263,84,74,294010.33
